WEEK_START_DATE,PC_ID,ORIGINAL_PRICE,PRODUCT_INSTOCK,PRODUCT_OUT_OF_STOCK,PRODUCT_NEW_IN,PRODUCT_MARKDOWN,WEEKLY_AVERAGE_PRICE,WEEKLY_AVERAGE_MARKDOWN_PRICE,AVG_MARKDOWN_DIFFERENCE
20251130,31540565,749.99,1,0,0,1,600,600,149.99
20251130,31013407,198,1,0,0,1,159,159,39
20251130,31389938,180,1,0,0,1,134,134,46
20251130,31299996,268,1,0,0,0,268,,
20251130,31528684,69.95,0,1,0,0,69.95,,
20251130,31525548,109.99,1,0,0,0,129.9957143,,
20251130,31774856,34.99,0,1,0,1,20,20,14.99
20251130,31441028,360,0,1,0,1,144,144,216
20251130,31951446,109,1,0,0,1,76.3,76.3,32.7
20251130,31211850,47.99,1,0,0,0,47.99,,
20251130,31967503,358,0,1,0,1,175,175,183
20251130,31338860,1010,1,0,0,1,963,963,47
20251130,31294989,218,0,1,0,1,40,40,178
20251130,31892043,259,1,0,0,1,110,110,149
20251130,31801239,254,1,0,0,1,226,226,28
20251130,31011565,37.99,1,0,0,0,37.99,,
20251130,31742494,29.99,1,0,0,1,20.99,20.99,9
20251130,31166408,32.99,0,1,0,0,32.99,,
20251130,31644169,98,0,1,0,1,69,69,29
20251130,31814254,17.99,1,0,0,1,15.99,15.99,2
20251130,31822097,84.5,1,0,0,1,70.01428571,59.15,25.35
20251130,31505440,150,0,1,0,1,57,57,93
20251130,31645980,248,1,0,0,0,248,,
20251130,31792424,28,0,1,0,1,8,8,20
20251130,31710452,370,0,1,0,1,156,156,214
20251130,31624918,1120,0,1,0,1,896,896,224
20251130,31583665,148,1,0,0,1,29.95,29.95,118.05
20251130,31828892,44.97,1,0,0,0,44.97,,
20251130,31191549,375,0,1,0,1,98,98,277
20251130,31372460,18.75,1,0,0,1,18.1,16.8,1.95
20251130,31987176,225,1,0,0,0,225,,
20251130,31477285,360,1,0,0,1,252,252,108
20251130,31183746,48.99,1,0,0,1,39.99,39.99,9
20251130,31247000,228,0,1,0,1,85.49,85.49,142.51
20251130,31398217,35,1,0,0,0,35,,
20251130,31404146,45,0,1,0,1,31.5,31.5,13.5
20251130,31205469,27.99,0,1,0,1,17.99,17.99,10
20251130,31193064,45.9,0,1,0,1,28.56,28.56,17.34
20251130,31378808,36,0,1,0,1,10,10,26
20251130,31451989,49.99,1,0,1,0,49.99,,
20251130,31310188,36,1,0,0,0,36,,
20251130,31477467,738,1,0,0,1,304,304,434
20251130,31626836,30,0,1,0,1,24,24,6
20251130,31474290,138,0,1,0,0,138,,
20251130,31480716,4750,0,1,0,1,2375,2375,2375
20251130,31531030,27,0,1,0,1,14,14,13
20251130,31814794,109.95,1,0,0,1,65.97,65.97,43.98
20251130,31119350,489,0,1,0,0,549,,
20251130,31079528,32,0,1,0,1,3.8,3.8,28.2
20251130,31013623,28,1,0,0,1,20.8,20.8,7.2
20251130,31175580,29.25,0,1,0,1,13.65,13.65,15.6
20251130,31594116,34.99,0,1,0,1,31,31,3.99
20251130,31565471,238,1,0,0,0,238,,
20251130,31231376,15.95,0,1,0,1,11.95,11.95,4
20251130,31576318,85,0,1,0,1,59.5,59.5,25.5
20251130,31599897,59.95,1,0,0,1,39.99,39.99,19.96
20251130,31009950,258,1,0,0,0,258,,
20251130,31396195,285,1,0,0,0,285,,
20251130,31443235,315,0,1,0,1,154,154,161
20251130,31373674,760,1,0,0,0,760,,
20251130,31462275,36,0,1,0,1,16,16,20
20251130,31807678,39,0,1,0,0,39,,
20251130,31301305,29.99,1,0,0,0,29.99,,
20251130,31441679,24,0,1,0,1,12,12,12
20251130,31781650,244.99,0,1,0,0,245,,
20251130,31986845,46,1,0,0,0,46,,
20251130,31909548,75,0,1,0,1,57,57,18
20251130,31670317,43,0,1,0,1,30,30,13
20251130,31332346,78.4,1,0,0,1,73.6,67.2,11.2
20251130,31065834,245,1,0,0,1,220.5,183.75,61.25
20251130,31466113,39.99,1,0,1,0,39.99,,
20251130,31299865,49.99,0,1,0,0,49.99,,
20251130,31302012,22.99,1,0,0,0,22.99,,
20251130,31755979,19.99,1,0,0,0,19.99,,
20251130,31625703,45,0,1,0,1,19.99,19.99,25.01
20251130,31708477,40,0,1,0,1,31.55714286,31.55714286,8.442857143
20251130,31085249,99,0,1,0,0,99,,
20251130,31020414,19.99,1,0,0,1,9,9,10.99
20251130,31081125,164,1,0,0,0,164,,
20251130,31974582,59.9,0,1,0,1,32.99,32.99,26.91
20251130,31934467,84.99,0,1,0,1,68,68,16.99
20251130,31125063,60,1,0,0,0,60,,
20251130,31088361,85,0,1,0,1,50,50,35
20251130,31475583,140,0,1,0,1,59.04,59.04,80.96
20251130,31421736,118,0,1,0,0,118,,
20251130,31453939,48,1,0,1,0,48,,
20251130,31048111,24.99,1,0,0,1,20,20,4.99
20251130,31165883,127,1,0,0,1,107,107,20
20251130,31569482,30,0,1,0,0,30,,
20251130,31694283,239,0,1,0,1,119.95,119.95,119.05
20251130,31941384,158,0,1,0,1,89,89,69
20251130,31255108,34.31,1,0,0,0,49.15285714,,
20251130,31264267,80,0,1,0,1,69.75,63,17
20251130,31774391,100,0,1,0,1,57.14285714,57.14285714,42.85714286
20251130,31240301,11.25,0,1,0,1,3,3,8.25
20251130,31332223,88.2,0,1,0,1,39,39,49.2
20251130,31715504,75,0,1,0,1,67.5,67.5,7.5
20251130,31610225,117,0,1,0,1,50.5,50.5,66.5
20251130,31489862,20,0,1,0,1,19.99,19.99,0.01
20251130,31396080,350,1,0,0,1,272,272,78
20251130,31749670,78,0,1,0,1,51,51,27
20251130,31941584,573,1,0,0,1,542,542,31
20251130,31803998,403,1,0,0,1,188,188,215
20251130,31004976,49.99,0,1,0,1,38.32333333,38.32333333,11.66666667
20251130,31275221,44,1,0,0,0,44,,
20251130,31614104,19,1,0,0,1,16,16,3
20251130,31840544,682,0,1,0,1,123,123,559
20251130,31392155,20,0,1,0,1,15.85714286,16.14285714,3.857142857
20251130,31707405,38,1,0,0,1,32,32,6
20251130,31218074,110,1,0,0,1,49.5,49.5,60.5
20251130,31209132,220,1,0,0,1,201,201,19
20251130,31279021,108,0,1,0,1,86.98,86.98,21.02
20251130,31358796,900,1,0,0,0,900,,
20251130,31328080,462,1,0,0,0,517,,
20251130,31155998,40,0,1,0,0,40,,
20251130,31993946,52,0,1,0,1,20.5,20.5,31.5
20251130,31515963,98,1,0,0,0,98,,
20251130,31430264,270,0,1,0,1,108,108,162
20251130,31253043,98,0,1,0,1,59.98,59.98,38.02
20251130,31546968,145,0,1,0,0,145,,
20251130,31720580,39.99,1,0,0,1,20,20,19.99
20251130,31127708,28,1,0,0,0,28,,
20251130,31506245,205,0,1,0,1,143.5,143.5,61.5
20251130,31292132,37,1,0,0,0,37,,
20251130,31451706,25.99,0,1,0,1,21,21,4.99
20251130,31428624,268,0,1,0,0,268,,
20251130,31870458,198,0,1,0,1,129.95,129.95,68.05
20251130,31996734,268,1,0,0,0,268,,
20251130,31566763,36.99,1,0,0,1,35,35,1.99
20251130,31031091,25.99,0,1,0,1,14.5,14.5,11.49
20251130,31752226,99.99,0,1,0,0,99.99,,
20251130,31027540,44.99,1,0,0,1,27.84714286,14.99,30
20251130,31831958,39,0,1,0,0,39,,
20251130,31819383,27.99,1,0,0,1,19.99,19.99,8
20251130,31322144,40,0,1,0,1,26,26,14
20251123,31811802,20,0,1,0,1,20,17.67857143,2.321428571
20251123,31085249,99,0,1,0,1,79,79,20
20251123,31840544,682,0,1,0,1,123,123,559
20251123,31752683,20.8,1,0,0,1,22.65714286,14.3,6.5
20251123,31831958,39,0,1,0,0,39,,
20251123,31807678,39,0,1,0,0,39,,
20251123,31201992,200,0,1,0,0,200,,
20251123,31480716,4750,0,1,0,1,2375,2375,2375
20251123,31187285,36,0,1,0,0,56,,
20251123,31624918,1120,0,1,0,1,940.8,896,224
20251123,31858334,52,0,1,0,0,52,,
20251123,31048659,775,1,0,0,1,310,310,465
20251123,31508840,189,1,0,0,1,170,170,19
20251123,31583665,148,1,0,0,1,29.95,29.95,118.05
20251123,31724512,280,0,1,0,0,280,,
20251123,31827981,39.99,0,1,0,0,39.99,,
20251123,31824655,589,1,0,0,1,266,266,323
20251123,31972757,412,1,0,0,0,475,,
20251123,31330946,330,0,1,0,1,264,264,66
20251123,31551717,54.99,0,1,0,1,44,44,10.99
20251123,31511007,35,0,1,0,1,32,32,3
20251123,31372460,18.75,1,0,1,1,17.775,16.8,1.95
20251123,31156054,247,1,0,0,1,205.5,205.5,41.5
20251123,31441540,69.5,0,1,0,1,24.98,24.98,44.52
20251123,31119350,489,0,1,0,0,549,,
20251123,31909548,75,1,0,0,1,57,57,18
20251123,31616530,148,0,1,0,1,89,89,59
20251123,31358796,900,1,0,0,1,842.5,785,115
20251123,31338860,1010,1,0,0,1,965,965,45
20251123,31146296,288,1,0,0,0,288,,
20251123,31715366,285,0,1,0,1,106.87,106.87,178.13
20251123,31986845,46,1,0,0,0,46,,
20251123,31205469,27.99,0,1,0,1,17.99,17.99,10
20251123,31005867,42,0,1,0,0,45,,
20251123,31155998,40,0,1,0,0,40,,
20251123,31708477,40,0,1,0,1,28.9,28.9,11.1
20251123,31645980,248,1,0,0,0,248,,
20251123,31462275,36,0,1,0,1,16,16,20
20251123,31638515,46,0,1,0,1,17.5,17.5,28.5
20251123,31218074,110,1,0,0,1,49.5,49.5,60.5
20251123,31441276,395,1,0,0,0,395,,
20251123,31755979,19.99,1,0,0,0,19.99,,
20251123,31004976,49.99,0,1,0,1,38.91857143,38.91857143,11.07142857
20251123,31573739,280,1,0,0,1,266,266,14
20251123,31013407,198,1,0,0,1,182.4,159,39
20251123,31441028,360,0,1,0,1,151.2,151.2,208.8
20251123,31430264,270,0,1,0,1,108,108,162
20251123,31736874,298,0,1,0,1,281,281,17
20251123,31020414,19.99,1,0,0,1,9.8,9.8,10.19
20251123,31299996,268,1,0,0,0,268,,
20251123,31728878,42,0,1,0,1,21,21,21
20251123,31355912,15,0,1,0,1,10,10,5
20251123,31625703,45,0,1,0,1,19.99,19.99,25.01
20251123,31870458,198,0,1,0,1,129.95,129.95,68.05
20251123,31166408,32.99,0,1,0,0,32.99,,
20251123,31302012,22.99,1,0,0,0,22.99,,
20251123,31081125,164,1,0,0,0,164,,
20251123,31165883,127,1,0,0,1,107.5,107.5,19.5
20251123,31814254,17.99,1,0,0,0,17.99,,
20251123,31011565,37.99,1,0,0,0,37.99,,
20251123,31941584,573,1,0,0,1,576.5,542,31
20251123,31183746,48.99,1,0,0,1,39.99,39.99,9
20251123,31610225,117,0,1,0,1,50.5,50.5,66.5
20251123,31392155,20,0,1,0,1,15.85714286,16.42857143,3.571428571
20251123,31310188,36,1,0,0,1,34.97142857,32.4,3.6
20251123,31528684,69.95,0,1,0,0,69.95,,
20251123,31191549,375,0,1,0,1,98,98,277
20251123,31218356,247,1,0,0,0,289,,
20251123,31531030,27,0,1,0,1,14,14,13
20251123,31566763,36.99,1,0,0,1,35,35,1.99
20251123,31474290,138,0,1,0,0,138,,
20251123,31979609,1215,1,0,0,1,827,827,388
20251123,31441679,24,0,1,0,1,9.6,9.6,14.4
20251123,31574813,58,0,1,0,1,26.68,26.68,31.32
20251123,31892043,259,1,0,0,1,158.5,158.5,100.5
20251123,31301305,29.99,1,0,0,0,29.99,,
20251123,31235643,89,0,1,0,1,80.1,80.1,8.9
20251123,31312599,290,1,0,0,0,340,,
20251123,31565492,1098,1,0,0,1,772,772,326
20251123,31128440,298,1,0,0,0,298,,
20251123,31936409,248,1,0,0,0,248,,
20251123,31506245,205,0,1,0,1,143.5,143.5,61.5
20251123,31396080,350,1,0,0,1,273,273,77
20251123,31720580,39.99,1,0,0,1,20,20,19.99
20251123,31644169,98,0,1,0,1,69,69,29
20251123,31389938,180,1,0,0,1,134.5,134.5,45.5
20251123,31599897,59.95,1,0,0,1,39.99,39.99,19.96
20251123,31332223,88.2,0,1,0,1,39,39,49.2
20251123,31951446,109,1,0,0,1,76.3,76.3,32.7
20251123,31211850,47.99,1,0,0,1,47.99,42.99,5
20251123,31299865,49.99,0,1,0,0,49.99,,
20251123,31404146,45,0,1,0,1,31.5,31.5,13.5
20251123,31011114,474,1,0,0,1,447,447,27
20251123,31781650,244.99,0,1,0,0,245,,
20251123,31292132,37,1,0,0,0,37,,
20251123,31822097,84.5,1,0,0,0,84.5,,
20251123,31728808,356,1,0,0,0,411,,
20251123,31707372,455,1,0,0,0,455,,
20251123,31692007,29,0,1,0,1,22.57857143,22.57857143,6.421428571
20251123,31054629,44,0,1,0,1,44,30,14
20251123,31569482,30,0,1,0,0,30,,
20251123,31752226,99.99,0,1,0,1,80,80,19.99
20251123,31941384,158,0,1,0,1,89,89,69
20251123,31714172,658,1,0,0,0,789,,
20251123,31691244,58,1,0,0,1,35.4,35.4,22.6
20251123,31421736,118,0,1,0,0,118,,
20251123,31428624,268,0,1,0,0,268,,
20251123,31782276,395,1,0,0,0,505,,
20251123,31488891,580,1,0,0,1,520,520,60
20251123,31774856,34.99,0,1,0,1,20,20,14.99
20251123,31322144,40,0,1,0,1,26,26,14
20251123,31522632,160,1,0,0,0,160,,
20251123,31257711,930,0,1,0,0,1008,,
20251123,31048111,24.99,1,0,0,1,20,20,4.99
20251123,31377330,411,1,0,0,1,346.5,346.5,64.5
20251123,31041212,484,1,0,0,1,483,483,1
20251123,31332346,78.4,1,0,0,1,69.6,67.2,11.2
20251123,31231376,15.95,0,1,0,1,11.95,11.95,4
20251123,31576318,85,0,1,0,1,59.5,59.5,25.5
20251123,31626836,30,0,1,0,1,24,24,6
20251123,31396195,285,1,0,0,0,285,,
20251123,31801810,145,1,0,0,1,117.0714286,79.83333333,65.16666667
20251123,31595745,238,0,1,0,1,172,172,66
20251123,31443235,315,0,1,0,1,154,154,161
20251123,31962776,290,0,1,0,1,116,116,174
20251123,31715504,75,0,1,0,1,67.5,67.5,7.5
20251123,31710452,370,0,1,0,1,156,156,214
20251123,31473874,1060,0,1,0,1,530,530,530
20251123,31331711,158,0,1,0,0,158,,
20251123,31814794,109.95,1,0,0,1,54.97,54.97,54.98
20251123,31996734,268,1,0,0,0,268,,
20251123,31708476,40,1,0,0,1,28.9,28.9,11.1
20251123,31742494,29.99,1,0,0,1,20.99,20.99,9
20251123,31255108,34.31,1,0,0,0,47.51,,
20251123,31515963,98,1,0,0,1,78.4,78.4,19.6
20251123,31546968,145,0,1,0,0,145,,
20251123,31934467,84.99,1,0,0,1,59,59,25.99
20251123,31240301,11.25,0,1,0,1,3,3,8.25
20251123,31159460,300,1,0,0,1,291,291,9
20251123,31803998,403,1,0,0,1,188.5,188.5,214.5
20251123,31489862,20,0,1,0,1,19.99,19.99,0.01
20251123,31247000,228,0,1,0,1,85.49,85.49,142.51
20251123,31801239,254,1,0,0,1,240.5,226,28
20251123,31178693,560,1,0,0,1,385.5,385.5,174.5
20251123,31936539,494,1,0,0,1,372,372,122
20251123,31481680,208,0,1,0,1,101,101000000,107000000
20251123,31828892,44.97,1,0,0,0,44.97,,
20251123,31027540,44.99,1,0,0,1,32.13285714,14.99,30
20251123,31635610,34,0,1,0,1,25.2,25.2,8.8
20251123,31386836,79.99,1,0,1,0,79.99,,
20251123,31974582,59.9,0,1,0,1,32.99,32.99,26.91
20251123,31477285,360,1,0,0,1,252,252,108
20251123,31889683,508,1,0,0,0,536,,
20251123,31031091,25.99,0,1,0,1,14.5,14.5,11.49
20251123,31987176,225,1,0,0,1,157.5,157.5,67.5
20251123,31424939,65,1,0,0,0,65,,
20251123,31749670,78,0,1,0,1,51,51,27
20251123,31594116,34.99,0,1,0,1,28,28,6.99
20251123,31175580,29.25,0,1,0,1,13.65,13.65,15.6
20251123,31993946,52,0,1,0,1,20.5,20.5,31.5
20251123,31722028,43.99,0,1,0,1,35,35,8.99
20251123,31378808,36,0,1,0,1,10,10,26
20251123,31264267,80,0,1,0,1,68.4,63,17
20251123,31512811,209.99,0,1,0,1,126,126,83.99
20251123,31580683,63,0,1,0,0,63,,
20251123,31780820,99,1,0,0,0,99,,
20251123,31694283,239,0,1,0,1,119.95,119.95,119.05
20251123,31819383,27.99,1,0,0,1,19.99,19.99,8
20251123,31565471,238,1,0,0,0,238,,
20251123,31294989,218,0,1,0,1,40,40,178
20251123,31578540,95,1,0,0,0,95,,
20251123,31754320,48,1,0,0,0,49,,
20251123,31127708,28,1,0,0,0,28,,
20251123,31792424,28,0,1,0,1,8,8,20
20251123,31009950,258,1,0,0,0,258,,
20251123,31373674,760,1,0,1,0,760,,
20251123,31328080,462,1,0,0,0,519,,
20251123,31193064,45.9,0,1,0,1,28.56,28.56,17.34
20251123,31261272,188,0,1,0,1,131.6,131.6,56.4
20251123,31774391,100,0,1,0,1,58.57142857,58.57142857,41.42857143
20251123,31670317,43,0,1,0,1,30,30,13
20251123,31253043,98,0,1,0,1,59.98,59.98,38.02
20251123,31983212,16.5,0,1,0,1,13,13,3.5
20251123,31767354,89.99,0,1,0,1,27,27,62.99
20251123,31992584,48,0,1,0,1,43.55,43.55,4.45
20251123,31013623,28,1,0,0,1,18.51666667,18.51666667,9.483333333
20251123,31525548,109.99,1,0,0,0,145,,
20251123,31011065,151,1,0,0,0,228,,
20251123,31555041,49.5,0,1,0,1,19.99,19.99,29.51
20251123,31707405,38,1,0,0,1,32,32,6
20251123,31125063,60,1,0,0,0,60,,
20251123,31614104,19,1,0,0,1,16,16,3
20251123,31475583,140,0,1,0,1,56.07,56.07,83.93
20251123,31477467,738,1,0,0,1,305,305,433
20251123,31505440,150,0,1,0,1,57,57,93
20251123,31079528,32,0,1,0,1,3.8,3.8,28.2
20251123,31088361,85,0,1,0,1,50,50,35
20251123,31209132,220,1,0,0,1,207,207,13
20251123,31540565,749.99,1,0,0,1,600,600,149.99
20251123,31757712,254,1,0,0,1,139,139,115
20251123,31565947,67,0,1,0,1,30.5,30.5,36.5
20251123,31279021,108,0,1,0,1,86.98,86.98,21.02
20251123,31451706,25.99,0,1,0,1,21,21,4.99
20251123,31065834,245,1,0,0,1,204.1666667,183.75,61.25
20251123,31354045,279,1,0,0,0,280,,
20251123,31270016,960,1,0,0,1,770,770,190
20251123,31937776,918,1,0,0,1,756,756,162
20251123,31541979,297,1,0,0,1,224,224,73
20251123,31398217,35,1,0,0,0,35,,
20251123,31967503,358,0,1,0,1,175,175,183
20251116,31088361,85,0,1,0,1,50,50,35
20251116,31936539,494,1,0,0,1,372,372,122
20251116,31328080,462,1,0,0,0,521,,
20251116,31710452,370,0,1,0,1,148.2,148.2,221.8
20251116,31749670,78,0,1,0,1,51,51,27
20251116,31011065,151,1,0,0,0,228,,
20251116,31392155,20,0,1,0,1,16.14285714,15.85714286,4.142857143
20251116,31573739,280,1,0,0,1,266,266,14
20251116,31081125,164,1,0,0,0,164,,
20251116,31205469,27.99,0,1,0,1,17.99,17.99,10
20251116,31736874,298,0,1,0,1,281,281,17
20251116,31565492,1098,1,0,0,1,772,772,326
20251116,31752683,20.8,1,0,0,0,26,,
20251116,31165883,127,1,0,0,1,108.25,108.25,18.75
20251116,31302012,22.99,1,0,1,0,22.99,,
20251116,31909548,75,1,0,0,1,57,57,18
20251116,31330946,330,0,1,0,0,330,,
20251116,31404146,45,0,1,0,1,31.5,31.5,13.5
20251116,31054629,44,0,1,0,1,44,30,14
20251116,31525548,109.99,1,0,0,0,145,,
20251116,31708477,40,0,1,0,1,32,32,8
20251116,31803998,403,1,0,0,1,189,189,214
20251116,31992584,48,0,1,0,1,43.55,43.55,4.45
20251116,31757712,254,1,0,0,1,191.2,191.2,62.8
20251116,31566763,36.99,1,0,0,1,35,35,1.99
20251116,31156054,247,1,0,0,1,211.3333333,211.3333333,35.66666667
20251116,31477467,738,1,0,0,1,306,306,432
20251116,31020414,19.99,1,0,0,1,13,13,6.99
20251116,31644169,98,0,1,0,1,69,69,29
20251116,31312599,290,1,0,0,0,340,,
20251116,31013623,28,1,0,0,1,20.25,20.25,7.75
20251116,31128440,298,1,0,0,0,298,,
20251116,31798378,39.99,1,0,0,0,39.99,,
20251116,31441540,69.5,0,1,0,1,24.98,24.98,44.52
20251116,31551717,54.99,0,1,0,1,44,44,10.99
20251116,31355912,15,0,1,0,1,10,10,5
20251116,31011114,474,1,0,0,1,449.6,449.6,24.4
20251116,31870458,198,0,1,0,1,129.95,129.95,68.05
20251116,31967503,358,0,1,0,1,166.25,166.25,191.75
20251116,31477285,360,1,0,0,0,360,,
20251116,31996734,268,1,0,0,0,268,,
20251116,31811802,20,0,1,0,1,20.35714286,15.53571429,4.464285714
20251116,31421736,118,0,1,0,0,118,,
20251116,31505440,150,0,1,0,1,57,57,93
20251116,31707405,38,1,0,0,1,32,32,6
20251116,31292132,37,1,0,0,0,37,,
20251116,31011565,37.99,1,0,0,0,37.99,,
20251116,31079528,32,0,1,0,1,3.8,3.8,28.2
20251116,31583665,148,1,0,0,1,29.95,29.95,118.05
20251116,31515963,98,1,0,0,0,98,,
20251116,31974582,59.9,0,1,0,1,32.99,32.99,26.91
20251116,31087398,169.99,0,1,0,1,119,119,50.99
20251116,31578540,95,1,0,0,0,95,,
20251116,31962776,290,0,1,0,1,145,145,145
20251116,31451706,25.99,0,1,0,1,21,21,4.99
20251116,31937776,918,1,0,0,1,756,756,162
20251116,31009950,258,1,0,0,0,258,,
20251116,31936409,248,1,0,0,0,248,,
20251116,31013407,198,1,0,0,0,198,,
20251116,31555041,49.5,0,1,0,1,19.99,19.99,29.51
20251116,31979609,1215,1,0,0,1,827,827,388
20251116,31377330,411,1,0,0,1,324.6666667,324.6666667,86.33333333
20251116,31332223,88.2,0,1,0,1,39,39,49.2
20251116,31247000,228,0,1,0,1,113.99,113.99,114.01
20251116,31858334,52,0,1,0,0,52,,
20251116,31378808,36,0,1,0,1,10,10,26
20251116,31987176,225,1,0,0,0,225,,
20251116,31625703,45,0,1,0,1,19.99,19.99,25.01
20251116,31569482,30,0,1,0,0,30,,
20251116,31338860,1010,1,0,0,1,967,967,43
20251116,31481680,208,0,1,0,1,101,101000000,107000000
20251116,31430264,270,0,1,0,1,108,108,162
20251116,31635610,34,0,1,0,1,28,28,6
20251116,31951446,109,1,0,0,1,87.2,87.2,21.8
20251116,31814254,17.99,1,0,0,1,14.99,14.99,3
20251116,31301305,29.99,1,0,1,0,29.99,,
20251116,31441679,24,0,1,0,1,12,12,12
20251116,31354045,279,1,0,0,0,280,,
20251116,31616530,148,0,1,0,1,89,89,59
20251116,31511007,35,0,1,0,1,32,32,3
20251116,31531030,27,0,1,0,1,14,14,13
20251116,31972757,412,1,0,0,0,475,,
20251116,31065834,245,1,0,0,1,208.25,196,49
20251116,31692007,29,0,1,0,1,23.2,23.2,5.8
20251116,31462275,36,0,1,0,1,16,16,20
20251116,31941584,573,1,0,0,0,611.8,,
20251116,31774391,100,0,1,0,1,60,60,40
20251116,31670317,43,0,1,0,1,30,30,13
20251116,31264267,80,0,1,0,0,90,,
20251116,31767354,89.99,1,0,0,1,27,27,62.99
20251116,31159460,300,1,0,0,1,291,291,9
20251116,31576318,85,0,1,0,1,59.5,59.5,25.5
20251116,31031091,25.99,0,1,0,1,14.5,14.5,11.49
20251116,31986845,46,1,0,0,0,46,,
20251116,31480716,4750,0,1,0,1,2375,2375,2375
20251116,31565947,67,0,1,0,1,30.5,30.5,36.5
20251116,31183746,48.99,1,0,0,1,39.99,39.99,9
20251116,31255108,34.31,1,0,1,0,43.81,,
20251116,31889683,508,1,0,0,0,536,,
20251116,31396195,285,1,0,0,0,285,,
20251116,31546968,145,0,1,0,0,145,,
20251116,31831958,39,0,1,0,0,39,,
20251116,31827981,39.99,1,0,0,0,39.99,,
20251116,31155998,40,0,1,0,0,40,,
20251116,31193064,45.9,0,1,0,1,28.56,28.56,17.34
20251116,31331711,158,1,0,0,0,158,,
20251116,31209132,220,1,0,0,1,213,213,7
20251116,31398217,35,1,0,0,0,35,,
20251116,31358796,900,1,0,0,1,832.3333333,832.3333333,67.66666667
20251116,31294989,218,0,1,0,1,40,40,178
20251116,31424939,65,1,0,0,0,65,,
20251116,31512811,209.99,0,1,0,1,168,168,41.99
20251116,31048111,24.99,1,0,0,1,20,20,4.99
20251116,31595745,238,0,1,0,1,172,172,66
20251116,31474290,138,0,1,0,0,138,,
20251116,31752226,99.99,1,0,0,0,99.99,,
20251116,31004976,49.99,0,1,0,1,39.99,39.99,10
20251116,31175580,29.25,0,1,0,1,13.65,13.65,15.6
20251116,31708476,40,1,0,0,1,32,32,8
20251116,31441276,395,1,0,0,0,395,,
20251116,31218356,247,1,0,0,0,290.3333333,,
20251116,31443235,315,0,1,0,1,154,154,161
20251116,31714172,658,1,0,0,0,789,,
